s,gap,joint,deltaA,deltaB,frame_overlap,corner_weight
0.35,0.10514005789928116,0.010707609845554519,1.5716192175482324,1.7379654870735215,0.9995915852259868,0.5684752085953724
0.35833333333333334,0.10461547123797288,0.010851003789145781,1.5788221699546932,1.7265890721784203,0.9995899269113355,0.5676499431783226
0.36666666666666664,0.10406577009533374,0.010850083743334182,1.5883217131120986,1.7157859418973116,0.9995844493864148,0.5667161273133318
0.375,0.10363686953190188,0.010713069618595262,1.6000080663971183,1.7055927383916185,0.9995751795173482,0.5656401222250573
0.3833333333333333,0.1038068088305718,0.010453379606477332,1.6136746674605997,1.6959736132003256,0.99956244717185,0.564398769247558
0.39166666666666666,0.10482453422246268,0.010088448039315533,1.6290057777266966,1.6868484140275597,0.9995469006486393,0.5629813961575914
0.4,0.10679494675567536,0.009638235805225404,1.645589747025808,1.6781263296225113,0.9995295098473119,0.5613938842914901
0.4083333333333333,0.10977113940103883,0.009123583286880321,1.6629562263678568,1.6697368073394656,0.9995115477402815,0.55966394373193
0.4166666666666667,0.11378677307267632,0.008564581428733242,1.6806271766121612,1.661652558251754,0.9994945365345717,0.5578465402771693
0.425,0.11886734678413352,0.007979155149892054,1.6981673615326043,1.6539028931181246,0.9994801447573876,0.5560283852365447
0.43333333333333335,0.1250351336224793,0.007382030936112287,1.715221941516961,1.6465780513445074,0.9994700285595661,0.5543305150094242
0.44166666666666665,0.13231226481283476,0.006784187698319963,1.7315350504865685,1.6398261606379123,0.9994656259191035,0.552908186905549
0.45,0.14072312725690217,0.006192792085601785,1.7469501366295161,1.6338443349396943,0.999467932687277,0.55194751437457
0.4583333333333333,0.15029588240881597,0.005611538154937115,1.761397332992225,1.628864799217942,0.9994773060852555,0.5516583987186741
0.4666666666666667,0.16106181999001634,0.005041277591884639,1.7748742829152009,1.6251363348601782,0.9994927114774582,0.5522633805225442
0.475,0.1730490505336983,0.004480847625190883,1.787425567848478,1.622901050665139,0.9994351706832332,0.5539820891129608
0.48333333333333334,0.18625934087689922,0.003928072277779357,1.7991236758777036,1.6223666355218707,0.999363804327421,0.5570111497783868
0.49166666666666664,0.2005772598771367,0.003381035616394878,1.8100524960833415,1.6236749715625736,0.9992822168103205,0.561499967104403
0.5,0.2152054349311623,0.0028399648754132522,1.8202932104138412,1.6268694313683292,0.9991972496882824,0.5675240611418925
0.5083333333333333,0.22219517595872246,0.0023083177712008873,1.8299122744066647,1.6318652529787139,0.9991185979145261,0.5750597274939371
0.5166666666666666,0.21035109656013606,0.0017826587455868914,1.8389516802632866,1.6384292247657046,0.9990572375744171,0.583966174856129
0.525,0.1919040348282473,0.0013637110821991124,1.8474223104194678,1.6461746200136025,0.9990227952426977,0.5939823587113793
0.5333333333333333,0.172520610912831,0.0011849907462616706,1.8553010459201906,1.6545727363319491,0.9990207424163947,0.604743352787732
0.5416666666666666,0.15360761324977829,0.0013675747144496395,1.862530372236281,1.6629731110728505,0.9990507125041727,0.6158144879479028
0.55,0.13545455145974267,0.001844189363104617,1.8690141100888624,1.670613376255659,0.9991067931135177,0.6267330196104176
0.5583333333333333,0.11816818146461455,0.0025082773676855046,1.874589290397127,1.6765913800007795,0.9991795515417755,0.6370414976367592
0.5666666666666667,0.1018143074608292,0.003331289610346592,1.8789034673474114,1.679769011353866,0.9991952510649478,0.6462975495245094
0.575,0.08646178668380722,0.004335565288835906,1.8809057871771482,1.6785792515318336,0.9988613449128783,0.65405038628018
0.5833333333333334,0.0722366752542355,0.005563867995532614,1.877541779493034,1.6707263209244387,0.9983112538460116,0.6597825555145658
0.5916666666666667,0.059373886542122056,0.007059907626982495,1.865465486289481,1.6528640797433276,0.9974552717002829,0.6628320162051669
0.6,0.04816938696756201,0.008849005445735249,1.843449194118203,1.6206910017071992,0.9963151876115874,0.6623622550225798
0.6083333333333333,0.038872197002222,0.010899382256305814,1.8086120084827733,1.5707335912221791,0.9952812562509242,0.6575773987856735
0.6166666666666667,0.03161686001444408,0.013159232070526335,1.7574380605328366,1.505511796860814,0.995108149025205,0.6484634167004134
0.625,0.02638545813503479,0.015638864931625668,1.6892749616636893,1.4397946834298572,0.9959985053430832,0.6367673489977493
0.6333333333333333,0.023019777278069142,0.018124354963628384,1.60790192522843,1.398199003415413,0.9968991337036784,0.6257945755171493
0.6416666666666666,0.02134146180314911,0.01989660629593742,1.520554753604325,1.4015880429511438,0.9965599479206991,0.6186686135779828
0.65,0.021329410021324047,0.0204595240717372,1.4403644157394349,1.455320697808408,0.9948932650825187,0.617065737808481
0.6583333333333333,0.02322459058145665,0.019980898868005293,1.3898508803838325,1.545401017264194,0.9932155726785988,0.6209832648710307
0.6666666666666666,0.027470717363999864,0.018494021619720392,1.388866071233651,1.6432998871738005,0.9930228064390589,0.6284872484224444
0.675,0.034485166697538316,0.01610528892617162,1.4310872707050262,1.723241404339976,0.9943061273846941,0.6361879214550824
0.6833333333333333,0.04442869750169254,0.01343333202623267,1.4885678815437933,1.776980272616534,0.9959789897200644,0.6412689291017034
0.6916666666666667,0.057177635915100056,0.01095516237207347,1.5395236597234294,1.8096375130392897,0.9973210237836629,0.6428322107436433
0.7,0.07245427818094041,0.008819003478946293,1.5777495947159996,1.8288661193847657,0.9982131154994949,0.6412982012607641
0.7083333333333334,0.08995050433270213,0.007011690043568032,1.6053146022860898,1.840115921761429,0.9987637890218072,0.6374159580120018
0.7166666666666667,0.10938222859352476,0.005468522133396788,1.6259395678367894,1.8465127898353695,0.9988963215783172,0.6318409641702203
0.725,0.13048783508419637,0.004125589296362612,1.6426117867638204,1.8497361216906554,0.9988307079484524,0.6251028450955123
0.7333333333333333,0.15296708416351001,0.0029558691913690698,1.657272925033987,1.8506843255234313,0.9988069865791341,0.6176723408729976
0.7416666666666667,0.1761611345454071,0.0020385158550732083,1.67105969521745,1.849847085635434,0.9988297793024361,0.6100042915316469
0.75,0.19418333879798444,0.0017144844326044304,1.6845779391376854,1.8474979595477623,0.9988935140780785,0.6025320504951497
0.7583333333333333,0.18468575443686908,0.002191827778512851,1.6605812298539226,1.8437933381258804,0.9989846765048723,0.5956288110182802
0.7666666666666666,0.1707649125392185,0.0030912756843164647,1.638601465382036,1.838824737224125,0.9990870177396243,0.5895644893498554
0.775,0.15787255614237872,0.004103199320636362,1.6192224097119254,1.832648871002061,0.9991867017863179,0.5844819671623276
0.7833333333333333,0.14645614516023775,0.005126269493911887,1.6027710940975823,1.8253085533548266,0.9992751636124916,0.5804011535702647
0.7916666666666666,0.13656434479346552,0.006121407733226553,1.5893541445258834,1.8168511393502897,0.9993493567189047,0.5772448419038565
0.8,0.12815912334515628,0.007066150985806188,1.5789236472837007,1.8073469147736652,0.9994103249941133,0.5748740832407349
0.8083333333333333,0.12118023761521052,0.00794226271926187,1.571347063052372,1.796906416327789,0.9994611971737548,0.5731222581973927
0.8166666666666667,0.11556336185739924,0.008732161813755687,1.5664658114859482,1.785692949778781,0.9995053317268606,0.5718216816631463
0.825,0.11124313375217038,0.009418436712271506,1.5641364858475943,1.7739251345124942,0.999544987711129,0.5708208045339995
0.8333333333333334,0.1081472378895697,0.00998478888124375,1.5642539375737519,1.7618651503776228,0.9995807068978896,0.5699926748962078
0.8416666666666667,0.10617596933507711,0.010417611930268854,1.5667571880875368,1.7497920888055578,0.9995896770557927,0.5692365718755095
0.85,0.10514005789928121,0.010707609845554359,1.5716192175482306,1.7379654870735242,0.9995915852259868,0.5684752085953724
0.8583333333333333,0.10461547123797355,0.010851003789145934,1.578822169954694,1.7265890721784187,0.9995899269113355,0.5676499431783227
0.8666666666666667,0.1040657700953333,0.01085008374333399,1.5883217131121015,1.7157859418973112,0.9995844493864147,0.5667161273133324
0.875,0.10363686953190071,0.010713069618595509,1.6000080663971195,1.70559273839162,0.9995751795173479,0.5656401222250576
0.8833333333333333,0.10380680883057336,0.010453379606477325,1.6136746674605988,1.6959736132003251,0.9995624471718497,0.5643987692475575
0.8916666666666666,0.1048245342224633,0.010088448039315594,1.6290057777266949,1.686848414027558,0.9995469006486383,0.5629813961575911
0.9,0.1067949467556748,0.009638235805225423,1.6455897470258063,1.6781263296225086,0.9995295098473119,0.5613938842914901
0.9083333333333333,0.10977113940103683,0.0091235832868805,1.6629562263678581,1.669736807339468,0.9995115477402808,0.5596639437319308
0.9166666666666666,0.11378677307267654,0.00856458142873329,1.6806271766121617,1.6616525582517556,0.999494536534572,0.5578465402771695
0.9249999999999999,0.11886734678413219,0.007979155149892126,1.6981673615326027,1.6539028931181239,0.9994801447573867,0.5560283852365449
0.9333333333333333,0.1250351336224798,0.007382030936112143,1.7152219415169614,1.6465780513445047,0.999470028559564,0.5543305150094237
0.9416666666666667,0.13231226481283237,0.006784187698319906,1.7315350504865699,1.6398261606379136,0.9994656259191033,0.552908186905549
0.95,0.14072312725690206,0.006192792085601852,1.7469501366295161,1.6338443349396925,0.9994679326872765,0.5519475143745699
0.9583333333333334,0.1502958824088148,0.005611538154937241,1.7613973329922232,1.6288647992179424,0.9994773060852554,0.5516583987186745
0.9666666666666667,0.1610618199900164,0.005041277591884614,1.7748742829152029,1.6251363348601784,0.9994927114774594,0.5522633805225443
0.975,0.17304905053369768,0.00448084762519115,1.787425567848481,1.6229010506651402,0.9994351706832342,0.553982089112961
0.9833333333333333,0.186259340876899,0.003928072277779162,1.7991236758777025,1.6223666355218698,0.9993638043274209,0.557011149778387
0.9916666666666667,0.20057725987713693,0.003381035616394512,1.8100524960833422,1.6236749715625756,0.999282216810321,0.561499967104403
1.0,0.21520543493116068,0.0028399648754131477,1.8202932104138423,1.6268694313683314,1.0,0.5675240611418929
